C,11,35361,OPTSTK,BAJAJ-AUTO,1390660200,740000,CE
C,11,35362,OPTSTK,BAJAJ-AUTO,1390660200,740000,PE
C,11,35368,OPTSTK,BAJAJ-AUTO,1390660200,745000,CE
C,11,35369,OPTSTK,BAJAJ-AUTO,1390660200,745000,PE
C,11,35372,OPTSTK,BAJAJFINSV,1390660200,219000,CE
C,11,35373,OPTSTK,BAJAJFINSV,1390660200,219000,PE
C,11,35374,OPTSTK,BAJFINANCE,1390660200,1045000,CE
C,11,35375,OPTSTK,BAJFINANCE,1390660200,1045000,PE
C,11,35376,OPTSTK,BAJFINANCE,1390660200,1050000,CE
C,11,35377,OPTSTK,BAJFINANCE,1390660200,1050000,PE
C,11,35378,OPTSTK,BALKRISIND,1390660200,360000,CE
C,11,35381,OPTSTK,BALKRISIND,1390660200,360000,PE
C,11,35387,OPTSTK,BALKRISIND,1390660200,362000,CE
C,11,35389,OPTSTK,BALKRISIND,1390660200,362000,PE
C,11,35390,OPTSTK,BALRAMCHIN,1390660200,59000,CE
C,11,35391,OPTSTK,BALRAMCHIN,1390660200,59000,PE
C,11,35392,OPTSTK,BALRAMCHIN,1390660200,59500,CE
C,11,35395,OPTSTK,BALRAMCHIN,1390660200,59500,PE
C,11,35396,OPTSTK,BANDHANBNK,1390660200,31500,CE
C,11,35397,OPTSTK,BANDHANBNK,1390660200,31500,PE
C,11,35404,OPTSTK,BANKBARODA,1390660200,27750,CE
C,11,35405,OPTSTK,BANKBARODA,1390660200,27750,PE
C,11,35406,OPTSTK,BANKBARODA,1390660200,28000,CE
C,11,35407,OPTSTK,BANKBARODA,1390660200,28000,PE
C,11,35408,OPTSTK,BANKBARODA,1390660200,28250,CE
C,11,35409,OPTSTK,BANKBARODA,1390660200,28250,PE
C,11,35412,OPTSTK,BEL,1390660200,18500,CE
C,11,35413,OPTSTK,BEL,1390660200,18500,PE
C,11,35416,OPTSTK,BEL,1390660200,18600,CE
C,11,35417,OPTSTK,BEL,1390660200,18600,PE
C,11,35418,OPTSTK,BEL,1390660200,18700,CE
C,11,35419,OPTSTK,BEL,1390660200,18700,PE
C,11,35420,OPTSTK,BHARATFORG,1390660200,149000,CE
C,11,35421,OPTSTK,BHARATFORG,1390660200,149000,PE
C,11,35422,OPTSTK,BOSCHLTD,1390660200,2760000,CE
C,11,35423,OPTSTK,BOSCHLTD,1390660200,2760000,PE
C,11,35424,OPTSTK,BSOFT,1390660200,74000,CE
C,11,35425,OPTSTK,BSOFT,1390660200,74000,PE
C,11,35429,OPTSTK,BSOFT,1390660200,74500,CE
C,11,35430,OPTSTK,BSOFT,1390660200,74500,PE
C,11,35673,OPTSTK,EICHERMOT,1390660200,472000,CE
C,11,35674,OPTSTK,EICHERMOT,1390660200,472000,PE
C,11,35675,OPTSTK,EICHERMOT,1390660200,474000,CE
C,11,35680,OPTSTK,EICHERMOT,1390660200,474000,PE
C,11,35683,OPTSTK,EICHERMOT,1390660200,476000,CE
C,11,35684,OPTSTK,EICHERMOT,1390660200,476000,PE
C,11,35685,OPTSTK,EICHERMOT,1390660200,478000,CE
