C,15,35761,OPTSTK,HAL,1390660200,345000,CE
C,15,35770,OPTSTK,HAL,1390660200,345000,PE
C,15,35771,OPTSTK,HCLTECH,1390660200,176000,CE
C,15,35772,OPTSTK,HCLTECH,1390660200,176000,PE
C,15,35773,OPTSTK,HCLTECH,1390660200,177000,CE
C,15,35776,OPTSTK,HCLTECH,1390660200,177000,PE
C,15,35777,OPTSTK,HCLTECH,1390660200,178000,CE
C,15,35784,OPTSTK,HCLTECH,1390660200,178000,PE
C,15,35787,OPTSTK,HCLTECH,1390660200,179000,CE
C,15,35788,OPTSTK,HCLTECH,1390660200,179000,PE
C,15,35789,OPTSTK,HDFCAMC,1390660200,384000,CE
C,15,35790,OPTSTK,HDFCAMC,1390660200,384000,PE
C,15,35791,OPTSTK,HDFCAMC,1390660200,386000,CE
C,15,35802,OPTSTK,HDFCAMC,1390660200,386000,PE
C,15,35805,OPTSTK,HDFCBANK,1390660200,214000,CE
C,15,35810,OPTSTK,HDFCBANK,1390660200,214000,PE
C,15,35811,OPTSTK,HDFCLIFE,1390660200,87000,CE
C,15,35812,OPTSTK,HDFCLIFE,1390660200,87000,PE
C,15,36038,OPTSTK,KOTAKBANK,1390660200,243000,CE
C,15,36048,OPTSTK,KOTAKBANK,1390660200,243000,PE
C,15,36248,OPTSTK,OBEROIRLTY,1390660200,155000,CE
C,15,36252,OPTSTK,OBEROIRLTY,1390660200,155000,PE
C,15,36253,OPTSTK,OBEROIRLTY,1390660200,156000,CE
C,15,36260,OPTSTK,OBEROIRLTY,1390660200,156000,PE
C,15,36261,OPTSTK,OBEROIRLTY,1390660200,157000,CE
C,15,36262,OPTSTK,OBEROIRLTY,1390660200,157000,PE
C,15,36263,OPTSTK,OFSS,1390660200,570000,CE
C,15,36264,OPTSTK,OFSS,1390660200,570000,PE
C,15,36407,OPTSTK,SAIL,1390660200,12300,CE
C,15,36408,OPTSTK,SAIL,1390660200,12300,PE
C,15,36409,OPTSTK,SBICARD,1390660200,112000,CE
C,15,36410,OPTSTK,SBICARD,1390660200,112000,PE
C,15,36411,OPTSTK,SBICARD,1390660200,113000,CE
C,15,36412,OPTSTK,SBICARD,1390660200,113000,PE
C,15,36413,OPTSTK,SBILIFE,1390660200,75000,CE
C,15,36414,OPTSTK,SBILIFE,1390660200,75000,PE
C,15,36415,OPTSTK,SBIN,1390660200,79000,CE
C,15,36416,OPTSTK,SBIN,1390660200,79000,PE
C,15,36455,OPTSTK,SBIN,1390660200,79500,CE
C,15,36456,OPTSTK,SBIN,1390660200,79500,PE
C,15,36461,OPTSTK,SBIN,1390660200,80000,CE
C,15,36462,OPTSTK,SBIN,1390660200,80000,PE
C,15,36465,OPTSTK,SHRIRAMFIN,1388241000,272000,CE
C,15,36470,OPTSTK,SHRIRAMFIN,1388241000,272000,PE
C,15,36471,OPTSTK,SHRIRAMFIN,1390660200,260000,CE
C,15,36472,OPTSTK,SHRIRAMFIN,1390660200,260000,PE
C,15,36473,OPTSTK,SHRIRAMFIN,1390660200,262000,CE
C,15,36474,OPTSTK,SHRIRAMFIN,1390660200,262000,PE
C,15,36475,OPTSTK,SHRIRAMFIN,1390660200,264000,CE
C,15,36476,OPTSTK,SHRIRAMFIN,1390660200,264000,PE
C,15,36477,OPTSTK,SHRIRAMFIN,1390660200,266000,CE
C,15,36478,OPTSTK,SHRIRAMFIN,1390660200,266000,PE
C,15,36481,OPTSTK,SHRIRAMFIN,1390660200,268000,CE
C,15,36488,OPTSTK,SHRIRAMFIN,1390660200,268000,PE
C,15,36489,OPTSTK,SHRIRAMFIN,1390660200,270000,CE
C,15,36490,OPTSTK,SHRIRAMFIN,1390660200,270000,PE
C,15,36491,OPTSTK,SHRIRAMFIN,1390660200,272000,CE
C,15,36492,OPTSTK,SHRIRAMFIN,1390660200,272000,PE
C,15,36493,OPTSTK,SIEMENS,1390660200,500000,CE
C,15,36494,OPTSTK,SIEMENS,1390660200,500000,PE
C,15,36495,OPTSTK,SRF,1390660200,308000,CE
C,15,36496,OPTSTK,SRF,1390660200,308000,PE
C,15,36505,OPTSTK,SRF,1390660200,310000,CE
C,15,36506,OPTSTK,SRF,1390660200,310000,PE
C,15,36509,OPTSTK,SRF,1390660200,312000,CE
C,15,36510,OPTSTK,SRF,1390660200,312000,PE
C,15,36511,OPTSTK,SRF,1390660200,314000,CE
C,15,36512,OPTSTK,SRF,1390660200,314000,PE
C,15,36513,OPTSTK,SUNPHARMA,1390660200,157000,CE
C,15,36514,OPTSTK,SUNPHARMA,1390660200,157000,PE
C,15,36515,OPTSTK,SUNTV,1390660200,87000,CE
C,15,36516,OPTSTK,SUNTV,1390660200,87000,PE
C,15,36517,OPTSTK,SUNTV,1390660200,87500,CE
C,15,36518,OPTSTK,SUNTV,1390660200,87500,PE
C,15,36617,OPTSTK,ZEEL,1390660200,35500,CE
C,15,36618,OPTSTK,ZEEL,1390660200,35500,PE
C,15,36619,OPTSTK,ZEEL,1390660200,36000,CE
C,15,36620,OPTSTK,ZEEL,1390660200,36000,PE
C,15,36621,OPTSTK,ZYDUSLIFE,1390660200,83500,CE
C,15,36622,OPTSTK,ZYDUSLIFE,1390660200,83500,PE
