C,4,35004,OPTIDX,BANKNIFTY,1388241000,4940000,CE
C,4,35005,OPTIDX,BANKNIFTY,1388241000,4940000,PE
C,4,35006,OPTIDX,BANKNIFTY,1390660200,4740000,CE
C,4,35007,OPTIDX,BANKNIFTY,1390660200,4740000,PE
C,4,35012,OPTIDX,BANKNIFTY,1390660200,4760000,CE
C,4,35013,OPTIDX,BANKNIFTY,1390660200,4760000,PE
C,4,35016,OPTIDX,BANKNIFTY,1390660200,4770000,CE
C,4,35017,OPTIDX,BANKNIFTY,1390660200,4770000,PE
C,4,35018,OPTIDX,BANKNIFTY,1390660200,4780000,CE
C,4,35019,OPTIDX,BANKNIFTY,1390660200,4780000,PE
C,4,35035,OPTIDX,MIDCPNIFTY,1386772200,1035000,PE
C,4,35039,OPTIDX,MIDCPNIFTY,1386772200,1037500,PE
C,4,35042,OPTIDX,BANKNIFTY,1388759400,4860000,CE
C,4,35043,OPTIDX,BANKNIFTY,1388759400,4860000,PE
C,4,35047,OPTIDX,BANKNIFTY,1388241000,4960000,CE
C,4,35048,OPTIDX,BANKNIFTY,1388241000,4960000,PE
C,4,35050,OPTIDX,BANKNIFTY,1390660200,5500000,CE
C,4,35052,OPTIDX,MIDCPNIFTY,1391005800,1035000,PE
C,4,35053,OPTIDX,BANKNIFTY,1390660200,5500000,PE
C,4,35057,OPTIDX,MIDCPNIFTY,1391005800,1037500,PE
C,4,35080,OPTIDX,BANKNIFTY,1388241000,3880000,CE
C,4,35081,OPTIDX,BANKNIFTY,1388241000,3880000,PE
C,4,35087,OPTIDX,BANKNIFTY,1388759400,4890000,CE
C,4,35091,OPTIDX,BANKNIFTY,1390660200,4870000,CE
C,4,35092,OPTIDX,BANKNIFTY,1390660200,4870000,PE
C,4,35135,OPTIDX,BANKNIFTY,1388759400,4890000,PE
C,4,35138,OPTIDX,BANKNIFTY,1387549800,4970000,CE
C,4,35139,OPTIDX,BANKNIFTY,1387549800,4970000,PE
C,4,35144,OPTIDX,BANKNIFTY,1387549800,3840000,CE
C,4,35145,OPTIDX,BANKNIFTY,1387549800,3840000,PE
C,4,35159,OPTIDX,BANKNIFTY,1387549800,4980000,CE
C,4,35160,OPTIDX,BANKNIFTY,1387549800,4980000,PE
C,4,35181,OPTIDX,MIDCPNIFTY,1391005800,1002500,PE
C,4,35189,OPTIDX,MIDCPNIFTY,1391005800,1005000,PE
C,4,35199,OPTIDX,BANKNIFTY,1387549800,5700000,CE
C,4,35202,OPTIDX,BANKNIFTY,1387549800,5700000,PE
C,4,35204,OPTIDX,BANKNIFTY,1388241000,4970000,CE
C,4,35205,OPTIDX,BANKNIFTY,1388241000,4970000,PE
C,4,35214,OPTIDX,BANKNIFTY,1388241000,4980000,CE
C,4,35215,OPTIDX,BANKNIFTY,1388241000,4980000,PE
C,4,35225,OPTIDX,BANKNIFTY,1388759400,4970000,CE
C,4,35226,OPTIDX,BANKNIFTY,1388759400,4970000,PE
C,4,35233,OPTIDX,BANKNIFTY,1388759400,4980000,CE
C,4,35236,OPTIDX,BANKNIFTY,1388759400,4980000,PE
C,4,35246,OPTIDX,BANKNIFTY,1387549800,4930000,CE
C,4,35248,OPTIDX,BANKNIFTY,1388759400,5700000,CE
C,4,35249,OPTIDX,BANKNIFTY,1388759400,5700000,PE
C,4,35251,OPTIDX,BANKNIFTY,1390660200,4970000,CE
C,4,35252,OPTIDX,BANKNIFTY,1390660200,4970000,PE
C,4,35255,OPTIDX,MIDCPNIFTY,1391005800,1007500,PE
C,4,35256,OPTIDX,BANKNIFTY,1387549800,4930000,PE
C,4,35259,OPTIDX,BANKNIFTY,1387549800,4940000,CE
C,4,35270,OPTIDX,BANKNIFTY,1387549800,4940000,PE
C,4,35273,OPTIDX,BANKNIFTY,1387549800,4960000,CE
C,4,35279,OPTIDX,BANKNIFTY,1390660200,4980000,CE
C,4,35281,OPTIDX,BANKNIFTY,1390660200,4980000,PE
